row_id,language,batch_id,status,fail_reason,intent,input_preview,jsonl_line,created_at
7073,en,160,kept,,thinking,is there any discount code I can use?,5913,2026-08-23T23:01:07Z
7074,en,160,kept,,agreeing,I think the size medium would be better.,5914,2026-08-23T23:01:07Z
7075,en,160,kept,,positive_ack,could you please verify the shipping address?,5915,2026-08-23T23:01:07Z
7076,en,160,kept,,thinking,"um, can I change the payment method?",5916,2026-08-23T23:01:07Z
7077,en,160,kept,,clarifying_question,"no, no, I meant the *other* charger.",5917,2026-08-23T23:01:08Z
7078,en,160,kept,,positive_ack,"I want the delivery to the office, not home.",5918,2026-08-23T23:01:08Z
7079,en,160,kept,,thinking,do you guys have a return policy for sale items?,5919,2026-08-23T23:01:08Z
7080,en,161,kept,,surprised,"oh, wow, really?",5920,2026-08-23T23:01:08Z
7081,en,161,kept,,empathetic,"it's just been a long day, you know?",5921,2026-08-23T23:01:08Z
7082,en,161,kept,,excited,i actually just won a trip to hawaii!,5922,2026-08-23T23:01:08Z
7083,en,161,kept,,thinking,could you please tell me if the weather is suitable for a gala?,5923,2026-08-23T23:01:08Z
7084,en,161,kept,,empathetic,i'm simply devastated by the news.,5924,2026-08-23T23:01:08Z
7085,en,161,kept,,excited,it's absolutely breathtaking here.,5925,2026-08-23T23:01:08Z
7086,en,161,kept,,surprised,i can't believe i missed the train by two seconds!,5926,2026-08-23T23:01:08Z
7087,en,161,kept,,hesitating,i'm not sure if i can make it to the dinner party.,5927,2026-08-23T23:01:09Z
7088,en,161,kept,,empathetic,it's just... everything is happening so fast.,5928,2026-08-23T23:01:09Z
7089,en,161,kept,,surprised,did you seriously just say that?,5929,2026-08-23T23:01:09Z
7090,en,161,kept,,positive_ack,i would be most grateful if you could assist me.,5930,2026-08-23T23:01:09Z
7091,en,161,kept,,excited,"honestly, i'm just so happy for them.",5931,2026-08-23T23:01:09Z
7092,en,161,kept,,empathetic,"i've had a rather taxing morning, to be honest.",5932,2026-08-23T23:01:09Z
7093,en,161,kept,,excited,"no way, that's insane!",5933,2026-08-23T23:01:09Z
7094,en,161,kept,,empathetic,it's just... not working at all.,5934,2026-08-23T23:01:09Z
7095,en,161,kept,,apologetic,i've been on hold for like forty minutes!,5935,2026-08-23T23:01:09Z
7096,en,161,kept,,skeptical,so you're telling me i have to pay for that too?,5936,2026-08-23T23:01:09Z
7097,en,161,kept,,empathetic,this is literally the third time i've called this week.,5937,2026-08-23T23:01:09Z
7098,en,161,kept,,thinking,i don't think that's a fair solution.,5938,2026-08-23T23:01:09Z
7099,en,161,kept,,no_filler,can you just... just get me a manager?,5939,2026-08-23T23:01:10Z
7100,en,161,kept,,empathetic,it's just a total mess.,5940,2026-08-23T23:01:10Z
7101,en,161,kept,,thinking,i don't know why this is so complicated.,5941,2026-08-23T23:01:10Z
7102,en,161,kept,,negative_ack,this is honestly ridiculous.,5942,2026-08-23T23:01:10Z
7103,en,161,kept,,no_filler,you're just repeating yourself now.,5943,2026-08-23T23:01:10Z
7104,en,161,kept,,thinking,is this even the right department?,5944,2026-08-23T23:01:10Z
7105,en,161,kept,,negative_ack,i've already tried that like five times.,5945,2026-08-23T23:01:10Z
7106,en,161,kept,,surprised,seriously? again?,5946,2026-08-23T23:01:10Z
7107,en,161,kept,,negative_ack,it's just not acceptable.,5947,2026-08-23T23:01:10Z
7108,en,161,kept,,negative_ack,"well, that doesn't help me right now.",5948,2026-08-23T23:01:10Z
7109,en,162,kept,,empathetic,"I just can't seem to get this organic chemistry chapter down, no matter how many times I read it.",5949,2026-08-23T23:01:10Z
7110,en,162,kept,,apologetic,"Wait, I think I missed the part where you explained the quadratic formula.",5950,2026-08-23T23:01:11Z
7111,en,162,kept,,sad_acknowledge,My grades are just... they're not where I want them to be this semester.,5951,2026-08-23T23:01:11Z
7112,en,162,kept,,calming,I'm feeling really overwhelmed with the final project deadline tomorrow.,5952,2026-08-23T23:01:11Z
7113,en,162,kept,,polite_interrupt,"Actually, could you stop there? I'm totally lost on the third step.",5953,2026-08-23T23:01:11Z
7114,en,162,kept,,sad_acknowledge,I honestly feel like I'm just wasting my time with this course.,5954,2026-08-23T23:01:11Z
7115,en,162,kept,,empathetic,I think I'm just gonna drop the advanced calculus class.,5955,2026-08-23T23:01:11Z
7116,en,162,kept,,apologetic,Could you repeat the last sentence? I was distracted by some noise.,5956,2026-08-23T23:01:11Z
7117,en,162,kept,,sad_acknowledge,It's just... I've failed this mock exam three times now.,5957,2026-08-23T23:01:11Z
7118,en,162,kept,,polite_interrupt,"Sorry, I didn't mean to cut you off, but is this going to be on the test?",5958,2026-08-23T23:01:11Z
7119,en,162,kept,,calming,I can't focus. My brain is just fried from all these flashcards.,5959,2026-08-23T23:01:11Z
7120,en,162,kept,,thinking,Is there any way I can get an extension on this essay?,5960,2026-08-23T23:01:11Z
7121,en,162,kept,,empathetic,I'm just worried that I'm not as smart as the other people in the program.,5961,2026-08-23T23:01:11Z
7122,en,162,kept,,thinking,Will it rain by five?,5962,2026-08-23T23:01:12Z
7123,en,162,kept,,empathetic,I'm already twenty minutes late.,5963,2026-08-23T23:01:12Z
7124,en,162,kept,,no_filler,Is the subway running normally?,5964,2026-08-23T23:01:12Z
7125,en,162,kept,,thinking,I don't think that route is faster.,5965,2026-08-23T23:01:12Z
7126,en,162,kept,,surprised,"Wait, did you say snow?",5966,2026-08-23T23:01:12Z
7127,en,162,kept,,no_filler,Can you check if the 405 is jammed?,5967,2026-08-23T23:01:12Z
7128,en,162,kept,,thinking,"Actually, just find me a walking route.",5968,2026-08-23T23:01:12Z
7129,en,162,kept,,agreeing,I can't believe it's this cold in May.,5969,2026-08-23T23:01:12Z
7130,en,162,kept,,no_filler,Is there a shuttle from the station?,5970,2026-08-23T23:01:12Z
7131,en,162,kept,,thinking,"Uh, I think I missed my turn.",5971,2026-08-23T23:01:12Z
7132,en,162,kept,,thinking,Will the fog clear up by noon?,5972,2026-08-23T23:01:12Z
7133,en,162,kept,,empathetic,My car won't start because of the freeze.,5973,2026-08-23T23:01:13Z
7134,en,162,kept,,thinking,Is it worth taking the bridge?,5974,2026-08-23T23:01:13Z
7135,en,162,kept,,agreeing,It's pouring out there.,5975,2026-08-23T23:01:13Z
7136,en,162,kept,,no_filler,Check the wind speeds for the coast.,5976,2026-08-23T23:01:13Z
7137,en,162,kept,,thinking,"Wait, I'm lost.",5977,2026-08-23T23:01:13Z
7138,en,163,kept,,thinking,maybe we could just... uh... do a potluck instead?,5978,2026-08-23T23:01:13Z
7139,en,163,kept,,clarifying_question,"Wait, did Sarah say she was coming or not?",5979,2026-08-23T23:01:13Z
7140,en,163,kept,,hesitating,I'm just not sure if Friday works for the whole group.,5980,2026-08-23T23:01:13Z
7141,en,163,kept,,thinking,Can you check if the venue is open past 10 PM?,5981,2026-08-23T23:01:13Z
7142,en,163,kept,,skeptical,"I mean, it's kind of a long drive for just one drink.",5982,2026-08-23T23:01:13Z
7143,en,163,kept,,clarifying_question,So... are we actually doing this or just talking about it?,5983,2026-08-23T23:01:13Z
7144,en,163,kept,,hesitating,I think I might have to pass this time.,5984,2026-08-23T23:01:14Z
7145,en,163,kept,,thinking,Could you please verify the reservation details for the group?,5985,2026-08-23T23:01:14Z
7146,en,163,kept,,clarifying_question,Is it too late to add one more person to the list?,5986,2026-08-23T23:01:14Z
7147,en,163,kept,,hesitating,I don't know... maybe we should just stay in?,5987,2026-08-23T23:01:14Z
7148,en,163,kept,,thinking,Do you think they'll be offended if we change the date?,5988,2026-08-23T23:01:14Z
7149,en,163,kept,,hesitating,Let's just... uh... see who's free first.,5989,2026-08-23T23:01:14Z
7150,en,163,kept,,thinking,Would it be possible to reschedule for next Tuesday?,5990,2026-08-23T23:01:14Z
7151,en,164,kept,,excited,And it has a balcony overlooking the park!,5991,2026-08-23T23:01:14Z
7152,en,164,kept,,empathetic,My landlord just hiked the rent by four hundred dollars.,5992,2026-08-23T23:01:14Z
7153,en,164,kept,,thinking,Is there a way to legally contest this eviction notice?,5993,2026-08-23T23:01:14Z
7154,en,164,kept,,empathetic,I just can't believe how expensive a one-bedroom is now.,5994,2026-08-23T23:01:14Z
7155,en,164,kept,,surprised,"Wait, the security deposit is non-refundable?",5995,2026-08-23T23:01:14Z
7156,en,164,kept,,agreeing,I'm thinking about getting a roommate to split the cost.,5996,2026-08-23T23:01:15Z
7157,en,164,kept,,thinking,Could you help me draft a formal request for repairs?,5997,2026-08-23T23:01:15Z
7158,en,164,kept,,agreeing,"It's like, totally a scam, right?",5998,2026-08-23T23:01:15Z
7159,en,164,kept,,empathetic,The place is literally a shoebox for two thousand a month.,5999,2026-08-23T23:01:15Z
7160,en,164,kept,,empathetic,"I've lived here for ten years, and I've never seen this happen.",6000,2026-08-23T23:01:15Z
7161,en,164,kept,,thinking,Can I include my pets in the application?,6001,2026-08-23T23:01:15Z
7162,en,164,kept,,positive_ack,The landlord said he'd fix the leak by Monday.,6002,2026-08-23T23:01:15Z
7163,en,164,kept,,thinking,What if I just refuse to pay the increase?,6003,2026-08-23T23:01:15Z
7164,en,163,kept,,positive_ack,"yeah, just send it to my savings account.",6004,2026-08-23T23:01:15Z
7165,en,163,kept,,empathetic,i think i lost my card at the mall.,6005,2026-08-23T23:01:15Z
7166,en,163,kept,,thinking,could you please explain the quarterly interest rate?,6006,2026-08-23T23:01:15Z
7167,en,163,kept,,thinking,is it okay if i just transfer a bit?,6007,2026-08-23T23:01:15Z
7168,en,163,kept,,agreeing,"actually, make that twenty dollars.",6008,2026-08-23T23:01:16Z
7169,en,163,kept,,calming,i'm just not seeing the transaction in my history.,6009,2026-08-23T23:01:16Z
7170,en,163,kept,,encouraging,can i just use my phone for this?,6010,2026-08-23T23:01:16Z
7171,en,163,kept,,thinking,"wait, is there a fee for this?",6011,2026-08-23T23:01:16Z
7172,en,163,kept,,positive_ack,"yes, that is the correct address.",6012,2026-08-23T23:01:16Z
7173,en,163,kept,,empathetic,it's just... i can't find the app.,6013,2026-08-23T23:01:16Z
7174,en,163,kept,,agreeing,can you just move it to my checking?,6014,2026-08-23T23:01:16Z
7175,en,163,kept,,positive_ack,i'll just do it tomorrow then.,6015,2026-08-23T23:01:16Z
7176,en,163,kept,,thinking,could you please initiate a dispute for this charge?,6016,2026-08-23T23:01:16Z
7177,en,163,kept,,positive_ack,"yeah, it's the one from yesterday.",6017,2026-08-23T23:01:16Z
7178,en,163,kept,,thinking,is it like... a fixed rate?,6018,2026-08-23T23:01:16Z
7179,en,163,kept,,thinking,i don't think that's the right amount.,6019,2026-08-23T23:01:16Z
7180,en,150,kept,,skeptical,i don't think the kids will like the new wallpaper.,6020,2026-08-23T23:01:16Z
7181,en,150,kept,,impatient,you're still not answering the question about the mortgage.,6021,2026-08-23T23:01:17Z
7182,en,150,kept,,negative_ack,no way we're fitting a pool in that backyard.,6022,2026-08-23T23:01:17Z
7183,en,150,kept,,impatient,could you possibly be any slower at finding the utility bill?,6023,2026-08-23T23:01:17Z
7184,en,150,kept,,skeptical,i suspect the landlord is lying about the repairs.,6024,2026-08-23T23:01:17Z
7185,en,150,kept,,negative_ack,"actually, let's just skip the guest room remodel.",6025,2026-08-23T23:01:17Z
7186,en,150,kept,,negative_ack,my dad is way too old for that kind of stairs.,6026,2026-08-23T23:01:17Z
7187,en,150,kept,,impatient,why does it always take five minutes to dim the lights?,6027,2026-08-23T23:01:17Z
7188,en,150,kept,,skeptical,i'm not sure this is the right way to organize the pantry.,6028,2026-08-23T23:01:17Z
7189,en,150,kept,,sad_acknowledge,it's just... we can't afford a new roof right now.,6029,2026-08-23T23:01:17Z
7190,en,150,kept,,impatient,i’ve already said i don't want the alarm system armed.,6030,2026-08-23T23:01:17Z
7191,en,150,kept,,skeptical,is that really the only option for the flooring?,6031,2026-08-23T23:01:17Z
7192,en,150,kept,,negative_ack,"no, that's the wrong address for the delivery.",6032,2026-08-23T23:01:17Z
7193,en,150,kept,,negative_ack,"it's not that simple, we have three dogs.",6033,2026-08-23T23:01:17Z
7194,en,150,kept,,clarifying_question,"Wait, did you say fifteen dollars or fifty?",6034,2026-08-23T23:01:17Z
7195,en,150,kept,,empathetic,"I just feel cheated, you know?",6035,2026-08-23T23:01:18Z
7196,en,150,kept,,polite_interrupt,"I'm sorry to interrupt, but you're repeating yourself.",6036,2026-08-23T23:01:18Z
7197,en,150,kept,,thinking,Is this even the right department for billing?,6037,2026-08-23T23:01:18Z
7198,en,150,kept,,sad_acknowledge,I just... I don't have the energy to argue today.,6038,2026-08-23T23:01:18Z
7199,en,150,kept,,thinking,What if I just file a chargeback with my bank?,6039,2026-08-23T23:01:18Z
7200,en,150,kept,,thinking,Can you just... just give me a voucher?,6040,2026-08-23T23:01:18Z
7201,en,150,kept,,thinking,I think there's been a mistake with the tax calculation.,6041,2026-08-23T23:01:18Z
7202,en,150,kept,,positive_ack,"It's just a few dollars, but it's the principle.",6042,2026-08-23T23:01:18Z
7203,en,150,kept,,apologetic,I'm actually quite disappointed in this service.,6043,2026-08-23T23:01:18Z
7204,en,150,kept,,positive_ack,"So, like, do I just wait for the email?",6044,2026-08-23T23:01:18Z
7205,en,150,kept,,surprised,I can't even believe this is happening.,6045,2026-08-23T23:01:18Z
7206,en,150,kept,,polite_interrupt,Could you please... just speak slower?,6046,2026-08-23T23:01:18Z
7207,en,150,kept,,no_filler,my mouse is lagging like crazy,6047,2026-08-23T23:01:19Z
7208,en,150,kept,,thinking,i don't see any update available,6048,2026-08-23T23:01:19Z
7209,en,150,kept,,no_filler,it's just not working man,6049,2026-08-23T23:01:19Z
7210,en,150,kept,,no_filler,could you repeat that last part?,6050,2026-08-23T23:01:19Z
7211,en,150,kept,,thinking,it's still not connecting to the cloud,6051,2026-08-23T23:01:19Z
7212,en,150,kept,,thinking,do i have to pay for the pro version?,6052,2026-08-23T23:01:19Z
7213,en,150,kept,,surprised,the screen just went black,6053,2026-08-23T23:01:19Z
7214,en,150,kept,,thinking,is there a way to undo that?,6054,2026-08-23T23:01:19Z
7215,en,150,kept,,no_filler,it's just... spinning,6055,2026-08-23T23:01:19Z
7216,en,150,kept,,no_filler,I've tried everything you said,6056,2026-08-23T23:01:20Z
7217,en,150,kept,,thinking,"it's like, way slower than before",6057,2026-08-23T23:01:20Z
7218,en,150,kept,,thinking,what's the difference between these two?,6058,2026-08-23T23:01:20Z
7219,en,150,kept,,no_filler,it's just a blinking red light,6059,2026-08-23T23:01:20Z
7220,en,150,kept,,thinking,can i just email the logs to you?,6060,2026-08-23T23:01:20Z
7221,en,150,kept,,no_filler,i can't find the settings menu,6061,2026-08-23T23:01:20Z
7222,en,150,kept,,no_filler,it just crashed again,6062,2026-08-23T23:01:20Z
7223,en,150,kept,,thinking,do i need to reboot the whole thing?,6063,2026-08-23T23:01:20Z
7224,en,150,kept,,thinking,is there a shortcut for that?,6064,2026-08-23T23:01:20Z
7225,en,150,kept,,no_filler,my keyboard is typing double letters,6065,2026-08-23T23:01:20Z
7226,en,150,kept,,no_filler,can you send me the link again?,6066,2026-08-23T23:01:20Z
7227,en,150,kept,,thinking,it's just... not loading the images,6067,2026-08-23T23:01:20Z
7228,en,150,kept,,thinking,is it compatible with Mac?,6068,2026-08-23T23:01:20Z
7229,en,150,kept,,empathetic,i don't have a backup,6069,2026-08-23T23:01:21Z
7230,en,150,kept,,no_filler,the wifi is acting sus,6070,2026-08-23T23:01:21Z
7231,en,151,kept,,positive_ack,I'll just pack light this time.,6071,2026-08-23T23:01:21Z
7232,en,151,kept,,empathetic,"I really need a vacation, man.",6072,2026-08-23T23:01:21Z
7233,en,151,kept,,thinking,Could we possibly upgrade the room?,6073,2026-08-23T23:01:21Z
7234,en,151,kept,,agreeing,That's exactly the vibe I'm looking for.,6074,2026-08-23T23:01:21Z
7235,en,151,kept,,encouraging,Maybe just a weekend trip?,6075,2026-08-23T23:01:21Z
7236,en,151,kept,,surprised,I can't believe the prices went up already.,6076,2026-08-23T23:01:21Z
7237,en,151,kept,,clarifying_question,"Wait, is that including taxes?",6077,2026-08-23T23:01:21Z
7238,en,151,kept,,positive_ack,I think the beach is better than the city.,6078,2026-08-23T23:01:21Z
7239,en,151,kept,,apologetic,"I'm sorry, I didn't mean to book the wrong date.",6079,2026-08-23T23:01:21Z
7240,en,151,kept,,thinking,Can we find something more... rustic?,6080,2026-08-23T23:01:22Z
7241,en,151,kept,,agreeing,"Yeah, that's a good point.",6081,2026-08-23T23:01:22Z
7242,en,151,kept,,excited,I'm just so excited to finally go!,6082,2026-08-23T23:01:22Z
7243,en,151,kept,,thinking,Do we need a visa for that?,6083,2026-08-23T23:01:22Z
7244,en,151,kept,,skeptical,"I don't know, it feels a bit risky.",6084,2026-08-23T23:01:22Z
7245,en,151,kept,,clarifying_question,Could you just double check the flight number?,6085,2026-08-23T23:01:22Z
7246,en,151,kept,,agreeing,"Sure, let's do the guided tour.",6086,2026-08-23T23:01:22Z
7247,en,151,kept,,negative_ack,I'm really not feeling the city vibe right now.,6087,2026-08-23T23:01:22Z
7248,en,151,kept,,thinking,Is there any way to get a refund?,6088,2026-08-23T23:01:22Z
7249,en,151,kept,,surprised,"Oh, I totally forgot about the time zone difference.",6089,2026-08-23T23:01:22Z
7250,en,151,kept,,positive_ack,Just a simple B&B would be fine.,6090,2026-08-23T23:01:22Z
7251,en,151,kept,,empathetic,I'm just worried about the kids' flights.,6091,2026-08-23T23:01:22Z
7252,en,151,kept,,thinking,"Wait, did I mention the allergies?",6092,2026-08-23T23:01:22Z
7253,en,151,kept,,agreeing,That sounds like a plan.,6093,2026-08-23T23:01:23Z
7254,en,151,kept,,negative_ack,"No, that's not quite it.",6094,2026-08-23T23:01:23Z
7255,en,153,kept,,empathetic,I can't believe I spent a hundred dollars on this.,6095,2026-08-23T23:01:23Z
7256,en,153,kept,,no_filler,Your service has become completely unreliable.,6096,2026-08-23T23:01:23Z
7257,en,153,kept,,no_filler,"Whatever, just cancel the whole thing.",6097,2026-08-23T23:01:23Z
7258,en,153,kept,,apologetic,I've been a customer for ten years and this is how I'm treated?,6098,2026-08-23T23:01:23Z
7259,en,153,kept,,no_filler,This is just... it's ridiculous.,6099,2026-08-23T23:01:23Z
7260,en,153,kept,,thinking,Can you actually do something about it or not?,6100,2026-08-23T23:01:23Z
7261,en,153,kept,,calming,I feel like I'm being lied to.,6101,2026-08-23T23:01:23Z
7262,en,153,kept,,no_filler,"Man, this is a straight up scam.",6102,2026-08-23T23:01:23Z
7263,en,153,kept,,apologetic,I am extremely disappointed in this experience.,6103,2026-08-23T23:01:23Z
7264,en,153,kept,,empathetic,Why does this always happen to me?,6104,2026-08-23T23:01:23Z
7265,en,153,kept,,thinking,Is it really that hard to just fix a typo?,6105,2026-08-23T23:01:23Z
7266,en,153,kept,,no_filler,I'm not leaving this chat until it's fixed.,6106,2026-08-23T23:01:24Z
7267,en,153,kept,,thinking,Could you please explain the policy again?,6107,2026-08-23T23:01:24Z
7268,en,153,kept,,empathetic,I'm just so tired of this.,6108,2026-08-23T23:01:24Z
7269,en,153,kept,,no_filler,This is totally wack.,6109,2026-08-23T23:01:24Z
7270,en,153,kept,,no_filler,I would like to lodge a formal complaint.,6110,2026-08-23T23:01:24Z
7271,en,153,kept,,thinking,"Wait, so you're saying it's my fault?",6111,2026-08-23T23:01:24Z
7272,en,153,kept,,apologetic,I've been waiting for an hour!,6112,2026-08-23T23:01:24Z
7273,en,153,kept,,thinking,I don't think this is a fair resolution.,6113,2026-08-23T23:01:24Z
7274,en,153,kept,,no_filler,I'm just... I'm speechless.,6114,2026-08-23T23:01:24Z
7275,en,153,kept,,thinking,Do I really have to go through the whole process again?,6115,2026-08-23T23:01:24Z
7276,en,153,kept,,no_filler,I'm not paying for this.,6116,2026-08-23T23:01:24Z
7277,en,153,kept,,thinking,This is simply not what we agreed upon.,6117,2026-08-23T23:01:24Z
7278,en,153,kept,,no_filler,Seriously? Again?,6118,2026-08-23T23:01:24Z
7279,en,153,kept,,thinking,I just want a simple answer.,6119,2026-08-23T23:01:25Z
7280,en,153,kept,,no_filler,"Yo, fix this right now.",6120,2026-08-23T23:01:25Z
7281,en,151,kept,,thinking,I require a detailed summary of my medical records for a second opinion.,6121,2026-08-23T23:01:25Z
7282,en,151,kept,,empathetic,i'm just... really stressed out about the results.,6122,2026-08-23T23:01:25Z
7283,en,151,kept,,thinking,"like, can i just do a tele-health thing?",6123,2026-08-23T23:01:25Z
7284,en,151,kept,,thinking,what happens if i miss the dose?,6124,2026-08-23T23:01:25Z
7285,en,151,kept,,thinking,I believe there has been a mistake in the billing.,6125,2026-08-23T23:01:25Z
7286,en,151,kept,,thinking,"uh, is the doctor in yet?",6126,2026-08-23T23:01:25Z
7287,en,151,kept,,thinking,my head just feels... foggy?,6127,2026-08-23T23:01:25Z
7288,en,151,kept,,thinking,I would prefer an afternoon appointment if possible.,6128,2026-08-23T23:01:25Z
7289,en,151,kept,,thinking,it's just like... a weird pressure in my chest.,6129,2026-08-23T23:01:25Z
7290,en,151,kept,,thinking,do i need to fast before the blood work?,6130,2026-08-23T23:01:25Z
7291,en,151,kept,,thinking,can you... uh... check if there's a cancellation?,6131,2026-08-23T23:01:26Z
7292,en,151,kept,,empathetic,The medication is causing significant nausea.,6132,2026-08-23T23:01:26Z
7293,en,151,kept,,thinking,it's basically just... a small bump?,6133,2026-08-23T23:01:26Z
7294,en,151,kept,,thinking,is there a way to pay this online?,6134,2026-08-23T23:01:26Z
7295,en,151,kept,,thinking,I am unable to attend the session on Tuesday.,6135,2026-08-23T23:01:26Z
7296,en,151,kept,,clarifying_question,"uh, does this include the co-pay?",6136,2026-08-23T23:01:26Z
7297,en,151,kept,,thinking,it's just... a bit dizzying.,6137,2026-08-23T23:01:26Z
7298,en,151,kept,,hesitating,could i... maybe... talk to a nurse first?,6138,2026-08-23T23:01:26Z
7299,en,151,kept,,thinking,I wish to schedule a follow-up for next month.,6139,2026-08-23T23:01:26Z
7300,en,151,kept,,clarifying_question,is it like... a normal thing to happen?,6140,2026-08-23T23:01:26Z
7301,en,151,kept,,empathetic,my ankle is just... totally wrecked.,6141,2026-08-23T23:01:26Z
7302,en,151,kept,,thinking,do i have to bring my insurance card?,6142,2026-08-23T23:01:26Z
7303,en,151,kept,,thinking,I'm concerned that the dosage is too high.,6143,2026-08-23T23:01:26Z
7304,en,151,kept,,hesitating,"uh, wait, i think i have a conflict then.",6144,2026-08-23T23:01:26Z
7305,en,151,kept,,thinking,it's like... a dull ache?,6145,2026-08-23T23:01:27Z
7306,en,151,kept,,thinking,could you... uh... resend the confirmation email?,6146,2026-08-23T23:01:27Z
7307,en,151,kept,,thinking,I am experiencing a recurring headache.,6147,2026-08-23T23:01:27Z
7308,en,151,kept,,clarifying_question,is it... uh... contagious?,6148,2026-08-23T23:01:27Z
7309,en,151,kept,,empathetic,it's just... way too expensive.,6149,2026-08-23T23:01:27Z
7310,en,152,kept,,clarifying_question,"is it... like, really spicy?",6150,2026-08-23T23:01:27Z
7311,en,152,kept,,positive_ack,"Actually, just a water for me.",6151,2026-08-23T23:01:27Z
7312,en,152,kept,,apologetic,"oh man, I totally forgot to mention the gluten allergy.",6152,2026-08-23T23:01:27Z
7313,en,152,kept,,negative_ack,I'm just not feeling the vibe of this place.,6153,2026-08-23T23:01:27Z
7314,en,152,kept,,thinking,could you tell me more about the wine pairing?,6154,2026-08-23T23:01:27Z
7315,en,152,kept,,empathetic,it's just a bit too loud in here to talk.,6155,2026-08-23T23:01:27Z
7316,en,152,kept,,excited,let's go with the platter for the table!,6156,2026-08-23T23:01:27Z
7317,en,152,kept,,impatient,is there any way to get this faster? I have a movie at 8.,6157,2026-08-23T23:01:28Z
7318,en,152,kept,,surprised,"wow, the presentation is stunning.",6158,2026-08-23T23:01:28Z
7319,en,152,kept,,apologetic,"I'm sorry, I think we've been overcharged for the drinks.",6159,2026-08-23T23:01:28Z
7320,en,152,kept,,thinking,do you have any outdoor seating left?,6160,2026-08-23T23:01:28Z
7321,en,152,kept,,excited,this is honestly the best taco I've ever had.,6161,2026-08-23T23:01:28Z
7322,en,152,kept,,surprised,I can't believe they're closed on Tuesdays.,6162,2026-08-23T23:01:28Z
7323,en,152,kept,,positive_ack,"could we get some more napkins, please?",6163,2026-08-23T23:01:28Z
7324,en,152,kept,,negative_ack,I think the sauce is a bit too sweet.,6164,2026-08-23T23:01:28Z
7325,en,152,kept,,surprised,No way! That's actually an option?,6165,2026-08-23T23:01:28Z
7326,en,152,kept,,positive_ack,my partner is allergic to shellfish.,6166,2026-08-23T23:01:28Z
7327,en,152,kept,,thinking,can I get a side of ranch with that?,6167,2026-08-23T23:01:28Z
7328,en,152,kept,,impatient,I've been waiting for my check for ten minutes.,6168,2026-08-23T23:01:28Z
7329,en,152,kept,,clarifying_question,is the fish caught locally?,6169,2026-08-23T23:01:28Z
7330,en,152,kept,,negative_ack,I'm just not really in the mood for sushi tonight.,6170,2026-08-23T23:01:28Z
7331,en,152,kept,,thinking,could you suggest a wine that goes with the duck?,6171,2026-08-23T23:01:28Z
7332,en,152,kept,,surprised,"man, this place is packed!",6172,2026-08-23T23:01:29Z
7333,en,152,kept,,positive_ack,I think we'll just split the large pizza.,6173,2026-08-23T23:01:29Z
7334,en,152,kept,,apologetic,"I'm so sorry, I think I spilled some water on the table.",6174,2026-08-23T23:01:29Z
7335,en,152,kept,,thinking,could you move the candle? it's a bit too close.,6175,2026-08-23T23:01:29Z
7336,en,152,kept,,thinking,Does this ship internationally to Japan?,6176,2026-08-23T23:01:29Z
7337,en,152,kept,,negative_ack,"No, I wanted the matte finish, not glossy.",6177,2026-08-23T23:01:29Z
7338,en,152,kept,,skeptical,I'm just not sure about this brand.,6178,2026-08-23T23:01:29Z
7339,en,152,kept,,no_filler,Can we just... skip the confirmation email?,6179,2026-08-23T23:01:29Z
7340,en,152,kept,,impatient,This is the third time I've called about this.,6180,2026-08-23T23:01:29Z
7341,en,152,kept,,sad_acknowledge,"I'm sorry, but the item was broken on arrival.",6181,2026-08-23T23:01:29Z
7342,en,152,kept,,thinking,Is there a coupon code I can use?,6182,2026-08-23T23:01:29Z
7343,en,152,kept,,surprised,"Wait, why is the shipping fee so high?",6183,2026-08-23T23:01:29Z
7344,en,152,kept,,skeptical,I don't think that will fit in my mailbox.,6184,2026-08-23T23:01:30Z
7345,en,152,kept,,thinking,Could you check if there's a nearby pickup point?,6185,2026-08-23T23:01:30Z
7346,en,152,kept,,hesitating,It's just... a bit too flashy for me.,6186,2026-08-23T23:01:30Z
7347,en,152,kept,,negative_ack,"I don't want a replacement, I want a refund.",6187,2026-08-23T23:01:30Z
7348,en,152,kept,,thinking,How long is the warranty exactly?,6188,2026-08-23T23:01:30Z
7349,en,152,kept,,skeptical,I'm still not seeing the discount applied.,6189,2026-08-23T23:01:30Z
7350,en,152,kept,,thinking,Could you please expedite the shipping?,6190,2026-08-23T23:01:30Z
7351,en,152,kept,,skeptical,Is this... actually genuine leather?,6191,2026-08-23T23:01:30Z
7352,en,152,kept,,impatient,I've tried resetting the password three times.,6192,2026-08-23T23:01:30Z
7353,en,152,kept,,negative_ack,"No, that's not the item I ordered.",6193,2026-08-23T23:01:30Z
7354,en,152,kept,,thinking,Is there any way to change the delivery date?,6194,2026-08-23T23:01:30Z
7355,en,152,kept,,impatient,This is just... way too complicated.,6195,2026-08-23T23:01:30Z
7356,en,152,kept,,skeptical,I'm not sure if the size 'Large' is consistent.,6196,2026-08-23T23:01:31Z
7357,en,152,kept,,thinking,Do you have this in a different color?,6197,2026-08-23T23:01:31Z
7358,en,152,kept,,sad_acknowledge,I think the driver just left it in the rain.,6198,2026-08-23T23:01:31Z
7359,en,152,kept,,thinking,Can you just... give me a credit instead?,6199,2026-08-23T23:01:31Z
